Item,Response,Participant,Group,Dimension
8,3,83,China,Equality
9,1,84,China,Proportionality
10,3,85,China,Loyalty
11,2,86,China,Authority
12,4,87,China,Purity
13,3,88,China,Care
14,2,89,China,Equality
15,3,90,China,Proportionality
16,3,91,China,Loyalty
17,3,92,China,Authority
18,3,93,China,Purity
19,3,94,China,Care
20,2,95,China,Equality
21,1,96,China,Proportionality
22,2,97,China,Loyalty
23,4,98,China,Authority
24,3,99,China,Purity
25,3,100,China,Care
26,5,101,China,Equality
27,4,102,China,Proportionality
28,4,103,China,Loyalty
29,5,104,China,Authority
30,5,105,China,Purity
31,4,106,China,Care
32,5,107,China,Equality
33,3,108,China,Proportionality
34,2,109,China,Loyalty
35,3,110,China,Authority
36,4,111,China,Purity
1,4,112,China,Care
2,2,113,China,Equality
3,1,114,China,Proportionality
4,5,115,China,Loyalty
5,1,116,China,Authority
6,4,117,China,Purity
7,3,118,China,Care
8,3,119,China,Equality
9,1,120,China,Proportionality
10,2,121,China,Loyalty
11,1,122,China,Authority
12,3,123,China,Purity
13,1,124,China,Care
14,1,125,China,Equality
15,2,126,China,Proportionality
16,3,127,China,Loyalty
17,5,128,China,Authority
18,5,129,China,Purity
19,3,130,China,Care
20,3,131,China,Equality
21,3,132,China,Proportionality
22,1,133,China,Loyalty
23,1,134,China,Authority
24,3,135,China,Purity
25,5,136,China,Care
26,1,137,China,Equality
27,2,138,China,Proportionality
28,5,139,China,Loyalty
29,4,140,China,Authority
30,1,141,China,Purity
31,4,142,China,Care
32,1,143,China,Equality
33,2,144,China,Proportionality
34,5,145,China,Loyalty
35,3,146,China,Authority
36,5,147,China,Purity
1,3,148,China,Care
2,5,149,China,Equality
3,5,150,China,Proportionality
4,4,151,China,Loyalty
5,3,152,China,Authority
6,3,153,China,Purity
7,3,154,China,Care
8,5,155,China,Equality
9,5,156,China,Proportionality
10,3,157,China,Loyalty
11,2,158,China,Authority
12,5,159,China,Purity
13,4,160,China,Care
14,5,161,China,Equality
15,3,162,China,Proportionality
16,4,163,China,Loyalty
17,5,164,China,Authority
18,3,165,China,Purity
19,2,166,China,Care
20,4,167,China,Equality
21,3,168,China,Proportionality
22,2,169,China,Loyalty
23,3,170,China,Authority
24,4,171,China,Purity
25,2,172,China,Care
26,3,173,China,Equality
27,2,174,China,Proportionality
28,2,175,China,Loyalty
29,1,176,China,Authority
30,1,177,China,Purity
31,2,178,China,Care
32,3,179,China,Equality
33,4,180,China,Proportionality
34,4,181,China,Loyalty
35,5,182,China,Authority
36,4,183,China,Purity
1,3,184,China,Care
2,5,185,China,Equality
3,2,186,China,Proportionality
4,3,187,China,Loyalty
5,3,188,China,Authority
6,1,189,China,Purity
7,1,190,China,Care
8,5,191,China,Equality
9,3,192,China,Proportionality
10,3,193,China,Loyalty
11,1,194,China,Authority
12,4,195,China,Purity
13,4,196,China,Care
14,2,197,China,Equality
15,3,198,China,Proportionality
16,3,199,China,Loyalty
17,4,200,China,Authority
18,3,201,China,Purity
19,2,202,China,Care
20,1,203,China,Equality
21,1,204,China,Proportionality
22,2,205,China,Loyalty
23,4,206,China,Authority
24,4,207,China,Purity
25,2,208,China,Care
26,3,209,China,Equality
27,3,210,China,Proportionality
28,5,211,China,Loyalty
29,4,212,China,Authority
30,4,213,China,Purity
31,3,214,China,Care
32,3,215,China,Equality
33,5,216,China,Proportionality
34,4,217,China,Loyalty
35,1,218,China,Authority
36,2,219,China,Purity
1,4,220,China,Care
2,2,221,China,Equality
3,4,222,China,Proportionality
4,5,223,China,Loyalty
5,2,224,China,Authority
6,5,225,China,Purity
7,2,226,China,Care
8,1,227,China,Equality
9,2,228,China,Proportionality
10,1,229,China,Loyalty
11,2,230,China,Authority
12,2,231,China,Purity
13,2,232,China,Care
14,4,233,China,Equality
15,1,234,China,Proportionality
16,5,235,China,Loyalty
17,4,236,China,Authority
18,4,237,China,Purity
19,5,238,China,Care
20,4,239,China,Equality
21,4,240,China,Proportionality
22,3,241,China,Loyalty
23,4,242,China,Authority
24,2,243,China,Purity
25,4,244,China,Care
26,2,245,China,Equality
27,3,246,China,Proportionality
28,4,247,China,Loyalty
29,3,248,China,Authority
30,5,249,China,Purity
31,4,250,China,Care
32,2,251,China,Equality
33,4,252,China,Proportionality
34,5,253,China,Loyalty
35,5,254,China,Authority
36,4,255,China,Purity
1,4,256,China,Care
2,5,257,China,Equality
3,3,258,China,Proportionality
4,1,259,China,Loyalty
5,2,260,China,Authority
6,5,261,China,Purity
7,4,262,China,Care
8,4,263,China,Equality
9,2,264,China,Proportionality
10,2,265,China,Loyalty
11,1,266,China,Authority
12,3,267,China,Purity
13,3,268,China,Care
14,4,269,China,Equality
15,3,270,China,Proportionality
16,1,271,China,Loyalty
17,3,272,China,Authority
18,2,273,China,Purity
19,4,274,China,Care
20,3,275,China,Equality
21,2,276,China,Proportionality
22,2,277,China,Loyalty
23,4,278,China,Authority
24,1,279,China,Purity
25,2,280,China,Care
26,4,281,China,Equality
27,3,282,China,Proportionality
28,1,283,China,Loyalty
29,1,284,China,Authority
30,3,285,China,Purity
31,1,286,China,Care
32,4,287,China,Equality
33,5,288,China,Proportionality
34,3,289,China,Loyalty
35,1,290,China,Authority
36,2,291,China,Purity
1,1,292,China,Care
2,5,293,China,Equality
3,1,294,China,Proportionality
4,3,295,China,Loyalty
5,4,296,China,Authority
6,1,297,China,Purity
7,3,298,China,Care
8,2,299,China,Equality
9,5,300,China,Proportionality
10,4,301,China,Loyalty
11,1,302,China,Authority
12,1,303,China,Purity
13,2,304,China,Care
14,1,305,China,Equality
15,4,306,China,Proportionality
16,1,307,China,Loyalty
17,3,308,China,Authority
18,3,309,China,Purity
19,2,310,China,Care
20,5,311,China,Equality
21,4,312,China,Proportionality
22,1,313,China,Loyalty
23,4,314,China,Authority
24,4,315,China,Purity
25,4,316,China,Care
26,2,317,China,Equality
27,3,318,China,Proportionality
28,1,319,China,Loyalty
29,5,320,China,Authority
30,1,321,China,Purity
31,5,322,China,Care
32,4,323,China,Equality
33,4,324,China,Proportionality
34,2,325,China,Loyalty
35,3,326,China,Authority
36,2,327,China,Purity
1,2,328,China,Care
2,5,329,China,Equality
3,1,330,China,Proportionality
4,4,331,China,Loyalty
5,1,332,China,Authority
6,4,333,China,Purity
7,5,334,China,Care
8,2,335,China,Equality
9,2,336,China,Proportionality
10,3,337,China,Loyalty
11,1,338,China,Authority
12,2,339,China,Purity
13,1,340,China,Care
14,4,341,China,Equality
15,3,342,China,Proportionality
16,1,343,China,Loyalty
17,1,344,China,Authority
18,4,345,China,Purity
19,5,346,China,Care
20,5,347,China,Equality
21,2,348,China,Proportionality
22,1,349,China,Loyalty
23,4,350,China,Authority
24,4,351,China,Purity
25,1,352,China,Care
26,3,353,China,Equality
27,5,354,China,Proportionality
28,3,355,China,Loyalty
29,4,356,China,Authority
30,1,357,China,Purity
31,1,358,China,Care
32,1,359,China,Equality
33,4,360,China,Proportionality
34,2,361,China,Loyalty
35,3,362,China,Authority
36,4,363,China,Purity
1,3,364,China,Care
2,1,365,China,Equality
3,4,366,China,Proportionality
4,5,367,China,Loyalty
5,4,368,China,Authority
6,4,369,China,Purity
7,2,370,China,Care
8,3,371,China,Equality
9,3,372,China,Proportionality
10,1,373,China,Loyalty
11,5,374,China,Authority
12,2,375,China,Purity
13,1,376,China,Care
14,3,377,China,Equality
15,4,378,China,Proportionality
16,3,379,China,Loyalty
17,4,380,China,Authority
18,1,381,China,Purity
19,2,382,China,Care
20,5,383,China,Equality
21,4,384,China,Proportionality
22,3,385,China,Loyalty
23,3,386,China,Authority
24,1,387,China,Purity
25,1,388,China,Care
26,3,389,China,Equality
27,1,390,China,Proportionality
28,1,391,China,Loyalty
29,1,392,China,Authority
30,1,393,China,Purity
31,5,394,China,Care
32,5,395,China,Equality
33,3,396,China,Proportionality
34,3,397,China,Loyalty
35,1,398,China,Authority
36,5,399,China,Purity
1,5,400,China,Care
2,4,401,China,Equality
3,3,402,China,Proportionality
4,1,403,China,Loyalty
5,1,404,China,Authority
6,1,405,China,Purity
7,5,406,China,Care
8,5,407,China,Equality
9,2,408,China,Proportionality
10,2,409,China,Loyalty
11,3,410,China,Authority
12,2,411,China,Purity
13,5,412,China,Care
14,4,413,China,Equality
15,3,414,China,Proportionality
16,5,415,China,Loyalty
17,4,416,China,Authority
18,5,417,China,Purity
19,1,418,China,Care
20,5,419,China,Equality
21,1,420,China,Proportionality
22,2,421,China,Loyalty
23,5,422,China,Authority
24,3,423,China,Purity
25,2,424,China,Care
26,1,425,China,Equality
27,4,426,China,Proportionality
28,1,427,China,Loyalty
29,1,428,China,Authority
30,2,429,China,Purity
31,1,430,China,Care
32,4,431,China,Equality
33,5,432,China,Proportionality
34,2,433,China,Loyalty
35,4,434,China,Authority
36,1,435,China,Purity
1,1,436,China,Care
2,1,437,China,Equality
3,1,438,China,Proportionality
4,1,439,China,Loyalty
5,1,440,China,Authority
6,5,441,China,Purity
7,1,442,China,Care
8,1,443,China,Equality
9,1,444,China,Proportionality
10,1,445,China,Loyalty
11,1,446,China,Authority
12,4,447,China,Purity
13,4,448,China,Care
14,4,449,China,Equality
15,2,450,China,Proportionality
16,3,451,China,Loyalty
17,4,452,China,Authority
18,2,453,China,Purity
19,3,454,China,Care
20,5,455,China,Equality
21,1,456,China,Proportionality
22,4,457,China,Loyalty
23,3,458,China,Authority
24,2,459,China,Purity
25,3,460,China,Care
26,3,461,China,Equality
27,2,462,China,Proportionality
28,5,463,China,Loyalty
29,2,464,China,Authority
30,1,465,China,Purity
31,4,466,China,Care
32,5,467,China,Equality
33,3,468,China,Proportionality
34,2,469,China,Loyalty
35,4,470,China,Authority
36,1,471,China,Purity
1,5,472,China,Care
2,2,473,China,Equality
3,3,474,China,Proportionality
4,4,475,China,Loyalty
5,5,476,China,Authority
6,1,477,China,Purity
7,3,478,China,Care
8,2,479,China,Equality
9,1,480,China,Proportionality
10,5,481,China,Loyalty
11,2,482,China,Authority
12,2,483,China,Purity
13,5,484,China,Care
14,1,485,China,Equality
15,3,486,China,Proportionality
16,4,487,China,Loyalty
17,3,488,China,Authority
18,5,489,China,Purity
19,2,490,China,Care
20,5,491,China,Equality
21,2,492,China,Proportionality
22,4,493,China,Loyalty
23,3,494,China,Authority
24,5,495,China,Purity
25,3,496,China,Care
26,2,497,China,Equality
27,1,498,China,Proportionality
28,5,499,China,Loyalty
29,1,500,China,Authority
30,1,501,China,Purity
31,4,502,China,Care
32,5,503,China,Equality
33,3,504,China,Proportionality
34,1,505,China,Loyalty
35,1,506,China,Authority
36,1,507,China,Purity
1,4,508,China,Care
2,2,509,China,Equality
3,5,510,China,Proportionality
4,1,511,China,Loyalty
5,1,512,China,Authority
6,2,513,China,Purity
7,4,514,China,Care
8,5,515,China,Equality
9,2,516,China,Proportionality
10,2,517,China,Loyalty
11,4,1,China,Authority
12,5,2,China,Purity
13,5,3,China,Care
14,3,4,China,Equality
15,1,5,China,Proportionality
16,2,6,China,Loyalty
17,4,7,China,Authority
18,4,8,China,Purity
19,5,9,China,Care
20,3,10,China,Equality
21,5,11,China,Proportionality
22,3,12,China,Loyalty
23,5,13,China,Authority
24,3,14,China,Purity
25,5,15,China,Care
26,2,16,China,Equality
27,2,17,China,Proportionality
28,2,18,China,Loyalty
29,2,19,China,Authority
30,3,20,China,Purity
31,3,21,China,Care
32,4,22,China,Equality
33,5,23,China,Proportionality
34,4,24,China,Loyalty
35,4,25,China,Authority
36,3,26,China,Purity
1,5,27,China,Care
2,4,28,China,Equality
3,1,29,China,Proportionality
4,2,30,China,Loyalty
5,3,31,China,Authority
6,3,32,China,Purity
7,1,33,China,Care
8,3,34,China,Equality
9,1,35,China,Proportionality
10,1,36,China,Loyalty
11,2,37,China,Authority
12,1,38,China,Purity
13,4,39,China,Care
14,1,40,China,Equality
15,5,41,China,Proportionality
16,2,42,China,Loyalty
17,3,43,China,Authority
18,4,44,China,Purity
19,5,45,China,Care
20,2,46,China,Equality
21,4,47,China,Proportionality
22,1,48,China,Loyalty
23,5,49,China,Authority
24,1,50,China,Purity
25,1,51,China,Care
26,2,52,China,Equality
27,1,53,China,Proportionality
28,1,54,China,Loyalty
29,1,55,China,Authority
30,2,56,China,Purity
31,1,57,China,Care
32,4,58,China,Equality
33,5,59,China,Proportionality
34,3,60,China,Loyalty
35,5,61,China,Authority
36,1,62,China,Purity
1,5,63,China,Care
2,5,64,China,Equality
3,1,65,China,Proportionality
4,2,66,China,Loyalty
5,2,67,China,Authority
6,3,68,China,Purity
7,4,69,China,Care
8,5,70,China,Equality
9,5,71,China,Proportionality
10,2,72,China,Loyalty
11,3,73,China,Authority
12,5,74,China,Purity
13,3,75,China,Care
14,3,76,China,Equality
15,1,77,China,Proportionality
16,2,78,China,Loyalty
17,1,79,China,Authority
18,1,80,China,Purity
19,1,81,China,Care
20,5,82,China,Equality
21,5,83,China,Proportionality
22,1,84,China,Loyalty
23,4,85,China,Authority
24,5,86,China,Purity
25,4,87,China,Care
26,4,88,China,Equality
27,4,89,China,Proportionality
28,4,90,China,Loyalty
29,2,91,China,Authority
30,4,92,China,Purity
31,1,93,China,Care
32,4,94,China,Equality
33,1,95,China,Proportionality
34,2,96,China,Loyalty
35,2,97,China,Authority
36,1,98,China,Purity
1,4,99,China,Care
2,2,100,China,Equality
3,5,101,China,Proportionality
4,2,102,China,Loyalty
5,1,103,China,Authority
6,1,104,China,Purity
7,3,105,China,Care
8,1,106,China,Equality
9,1,107,China,Proportionality
10,1,108,China,Loyalty
11,1,109,China,Authority
12,5,110,China,Purity
13,5,111,China,Care
14,5,112,China,Equality
15,2,113,China,Proportionality
16,5,114,China,Loyalty
17,4,115,China,Authority
18,1,116,China,Purity
19,5,117,China,Care
20,4,118,China,Equality
21,5,119,China,Proportionality
22,1,120,China,Loyalty
23,1,121,China,Authority
24,5,122,China,Purity
25,3,123,China,Care
26,3,124,China,Equality
27,5,125,China,Proportionality
28,1,126,China,Loyalty
29,5,127,China,Authority
30,3,128,China,Purity
31,4,129,China,Care
32,3,130,China,Equality
33,3,131,China,Proportionality
34,2,132,China,Loyalty
35,5,133,China,Authority
36,2,134,China,Purity
1,3,135,China,Care
2,1,136,China,Equality
3,4,137,China,Proportionality
4,3,138,China,Loyalty
5,1,139,China,Authority
6,4,140,China,Purity
7,4,141,China,Care
8,2,142,China,Equality
9,4,143,China,Proportionality
10,3,144,China,Loyalty
11,4,145,China,Authority
12,5,146,China,Purity
13,2,147,China,Care
14,3,148,China,Equality
15,1,149,China,Proportionality
16,4,150,China,Loyalty
17,5,151,China,Authority
18,5,152,China,Purity
19,2,153,China,Care
20,5,154,China,Equality
21,3,155,China,Proportionality
22,4,156,China,Loyalty
23,5,157,China,Authority
24,4,158,China,Purity
25,5,159,China,Care
26,2,160,China,Equality
27,2,161,China,Proportionality
28,4,162,China,Loyalty
29,4,163,China,Authority
30,5,164,China,Purity
31,4,165,China,Care
32,4,166,China,Equality
33,2,167,China,Proportionality
34,2,168,China,Loyalty
35,5,169,China,Authority
36,2,170,China,Purity
1,3,171,China,Care
2,3,172,China,Equality
3,5,173,China,Proportionality
4,4,174,China,Loyalty
5,3,175,China,Authority
6,1,176,China,Purity
7,4,177,China,Care
8,1,178,China,Equality
9,2,179,China,Proportionality
10,5,180,China,Loyalty
11,1,181,China,Authority
12,5,182,China,Purity
13,2,183,China,Care
14,4,184,China,Equality
15,4,185,China,Proportionality
16,2,186,China,Loyalty
17,4,187,China,Authority
18,4,188,China,Purity
19,3,189,China,Care
20,4,190,China,Equality
21,2,191,China,Proportionality
22,5,192,China,Loyalty
23,1,193,China,Authority
24,1,194,China,Purity
25,1,195,China,Care
26,4,196,China,Equality
27,4,197,China,Proportionality
28,4,198,China,Loyalty
29,2,199,China,Authority
30,2,200,China,Purity
31,3,201,China,Care
32,2,202,China,Equality
33,4,203,China,Proportionality
34,2,204,China,Loyalty
35,5,205,China,Authority
36,4,206,China,Purity
1,4,207,China,Care
2,5,208,China,Equality
3,4,209,China,Proportionality
4,3,210,China,Loyalty
5,5,211,China,Authority
6,5,212,China,Purity
7,3,213,China,Care
8,1,214,China,Equality
9,3,215,China,Proportionality
10,5,216,China,Loyalty
11,3,217,China,Authority
12,2,218,China,Purity
13,2,219,China,Care
14,1,220,China,Equality
15,4,221,China,Proportionality
16,1,222,China,Loyalty
17,5,223,China,Authority
18,1,224,China,Purity
19,3,225,China,Care
20,2,226,China,Equality
21,1,227,China,Proportionality
22,4,228,China,Loyalty
23,2,229,China,Authority
24,1,230,China,Purity
25,4,231,China,Care
26,5,232,China,Equality
27,1,233,China,Proportionality
28,5,234,China,Loyalty
29,3,235,China,Authority
30,3,236,China,Purity
31,1,237,China,Care
32,1,238,China,Equality
33,1,239,China,Proportionality
34,4,240,China,Loyalty
35,4,241,China,Authority
36,4,242,China,Purity
1,4,243,China,Care
2,1,244,China,Equality
3,3,245,China,Proportionality
4,4,246,China,Loyalty
5,3,247,China,Authority
6,2,248,China,Purity
7,1,249,China,Care
8,4,250,China,Equality
9,3,251,China,Proportionality
10,4,252,China,Loyalty
11,1,253,China,Authority
12,4,254,China,Purity
13,1,255,China,Care
14,4,256,China,Equality
15,3,257,China,Proportionality
16,4,258,China,Loyalty
17,1,259,China,Authority
18,3,260,China,Purity
19,3,261,China,Care
20,1,262,China,Equality
21,5,263,China,Proportionality
22,1,264,China,Loyalty
23,1,265,China,Authority
24,5,266,China,Purity
25,4,267,China,Care
26,4,268,China,Equality
27,1,269,China,Proportionality
28,3,270,China,Loyalty
29,3,271,China,Authority
